456;TALIESIN - TOURISME, CONTE ET IMAGINAIRES;"Venez explorer Montpellier la cité aux mille et une légendes !
Grâce aux visites contées de Taliesin, vous découvrirez Montpellier sous l’angle de ses légendes et de ses contes.

Depuis sa fondation il y a plus de mille ans, on raconte que la ville baigne dans une mystérieuse brume mythologique, qui y fait naître contes, histoires, légendes, et crée un je-ne-sais-quoi de magie…
Ici, l’imagination est fertile comme une prairie au printemps !

Suivez-nous dans l’un de nos parcours et venez découvrir le légendaire de Montpellier, véritable mythologie locale qui vous fera tour à tour rêver, vous inquiéter, rire ou vous émouvoir !";34172;Montpellier;43.5966021, 3.8796563
457;DOMAINE DE BRUNET - TRACTOTOUR;Proche de St-Guilhem-le-Désert, entre les Gorges de l'Hérault et la Vallée de la Buègue, découvrez de façon ludique et originale notre vignobe classé AOC Terrasses du Larzac. Artisans vignerons depuis plus de cinq générations, nous vous proposons une escapade et une dégustation commentée dans nos vignes, au coeur de la garrigue. Venez partager notre passion autour de ce moment convivial accompagné de produits du terroir. Vous visiterez ensuite nos caves et les chais à barriques sous les voûtes centenaires.;34060;Causse-de-la-Selle;43.82061, 3.64917
458;SORTIES NATURE ET ATELIERS CHAMANITA;"- Éducation à la nature et l'environnement
- Sorties nature et ateliers de fabrication DIY
- Formations aromathérapie, plantes médicinales 

- Bien-être au naturel et reconnexion à la nature. 
- Sylvothérapie et bains de forêt
- Club nature ""Les Enfants Sauvages"" pour les 6-12 ans";34108;Frontignan;43.444815, 3.755999
459;ZELD'HÉRAULT;Ce site de parapente est à la fois une pente école pour débutants dans des conditions calmes, et peut se transformer en véritable site de soaring dès que la brise de mer commence à rentrer. L’orientation du site fonctionne très bien en SE ainsi qu’en Sud.;34135;Lespignan;43.27787, 3.17161
460;RDV CYCLES & CONNECT;Envie d'évasion à vélo pour une demie- journée ou la journée  entière,  en couple, en amis ou en famille et de parcourir nos beaux paysages? N'hésitez pas à venir réserver vos vélos VTT  ou électriques  auprès de l'équipe RDV vélos & Connect qui saura vous conseiller des circuits à couper le souffle !;34036;Le Bosc;43.67996, 3.3869
461;MONKI KITESURF SCHOOL : ECOLE DE KITESURF - MULTIGLISS - CENTRE DE FOIL ELECTRIQUE;MONKI KITESURF SCHOOL : ECOLE DE KITESURF - MULTIGLISS - CENTRE DE FOIL ELECTRIQUE;34192;Palavas-les-Flots;43.5291362, 3.9286127
462;L'ANGE GARDIEN;"Balades en mer à la voile au départ du Grau d'Agde sur un voilier d'exception, un trois-mâts à voiles latines .
L'Ange Gardien est l'évocation du bateau de Claude Terrisse, célèbre corsaire agathois du XVIIème siècle. Il rappelle ces navires de commerce qui pouvaient être armés en cas de nécessité et qui sillonnèrent la Méditerranée du XVème au XIXème siècle . 
L' Ange Gardien vous emmène en mer pour quelques heures le long de la côte agathoise, déploie ses ailes et vous offre le calme de la navigation au gré des vents : clapotis des vagues contre la coque en bois, craquements du gréement, participation aux manœuvres pour les volontaires, récits pour les curieux d'histoire, explications de cette voile latine au maniement complexe mais performant. 
Une expérience unique !";34003;Agde;43.2852379, 3.4448477
463;FRENCH TOUCH ACADEMY - CAP D'AGDE MÉDITERRANÉE;"Tennis & Padel ! 

Vivez des moments sportifs de très haut niveau avec notre partenaire la French Touch Academy, créée et dirigée par Charles Auffray. Cet expert du tennis a passé plus de 15 ans à la tête d’Académies prestigieuses. 

Académie de Tennis & Padel spécialisée dans l’entrainement des joueurs et joueuses du niveau loisirs au plus haut niveau professionnel. Basée au Centre International de Tennis et ouvert toute l’année, l’Académie French Touch propose des stages jeunes (à partir de 4 ans) & adultes de découverte et perfectionnement pendant les vacances scolaires et des préparations de haut niveau pour les compétiteurs à tout moment dans l’année. Une offre groupe, équipes et entreprises est également disponible.


Le Cap d’Agde, destination sports
Bénéficiez d’avantages avec la carte My Pass Cap disponible auprès des structures participantes : Golf International, Centre International de Tennis, Centre Nautique, Centre Aquatique.";34003;Agde;43.2898694, 3.50973223
464;PATRIMOINE ET MÉMOIRE DE NOSTRE PAIS;"Association de  mise en valeur du patrimoine et histoire locale
Organisation de visites accompagnées, course d'orientation, concerts, expositions.";34232;Roquebrun;43.5004371, 3.03025151
465;FORMA Y COACHING;"ATELIERS  ""Expression corporelle""  L'inter-relation-corporelle en connexion avec les éléments Méthode danza-y-coaching
 EN EXTÉRIEUR/ FRONTIGNAN-PLAGE

LIBEREZ VOS EMOTIONS A TRAVERS LES  SENSATIONS CORPORELLES - EN LIEN AVEC LA MER
Atelier Yemaya  - Bord de mer 
      Mercredi  9 h 30 à 11 h  
      Dimanche 10 h 00 à 11 h 30
Tarif : 10 euro 

EXPRESSION DYNAMIQUE EN LIEN AVEC LE BOIS DES ARESQUIERS
Atelier Balade vélo et séance Ogun (libérez les énergies lourdes à travers les sensations)
   Lundi : 17h 30 (possibilité de dissocier la balade et la séance)
  Tarif : 15 € atelier seul 
               25 € avec location de vélo

RESERVATION - BILLETTERIE EN LIGNE CLIQUEZ SUR LE LIEN EN DESSOUS :
 https://forma-y-coaching.fr/expression-corporelle-herault/

SEANCE INDIVIDUELLE
Séance d’1 h 30
Tarif : 60€ TTC
*Possibilité de déplacement sur votre lieu de vacances. crédit impôt 

SÉJOUR COACHING-BIEN-ÊTRE HÉRAULT FRONTIGNAN 
https://forma-y-coaching.fr/sejour-coaching-nature/";34108;Frontignan;43.43279, 3.77414
466;WORLD CONNEXION;"World Connexion est une association étudiante incubée au sein de l’École de commerce Montpellier Business School en 1998. Son but de faciliter l’intégration des étudiants internationaux est atteint grâce à la découverte de la ville, de la culture française, de sa gastronomie et ses vins ! L’association, composée d’une trentaine de membres dont de nombreux internationaux, organise alors des évènements pour permettre aux étudiants de l’école de lier des amitiés entre internationaux ainsi qu’avec les participants français. 
World Connexion met en avant la tolérance, la diversité et l’acceptation de l’autre dans des contextes de partage des cultures et croyances, de l’information, et tout cela dans la bonne humeur ! 
Pourvoyeuse de rencontres riches, World’ Co parvient cette année encore à intégrer les étrangers à travers des visites de la ville, des évènements de dégustation, des partages de danses du Monde, et tant d’autres moments forts qui font la beauté de la pluralité.";34172;Montpellier;43.62131, 3.83408
467;OBOUÉES;"A Ceyras, une nouvelle activité aquatique "" Le Tubing"" qui se pratique en bouée individuelle sur la rivière. En mode farniente ou de façon plus sportive, on se laisse porter au rythme des courants et jouer avec son imagination. Activité en solo, en couple, amis, famille, ou d'équipe. Pique-nique possible en bord de rivière, dégustation de vin à l'arrivée, street-food, boissons locales.";34076;Ceyras;43.643836, 3.4547916
468;MARIUS - CAPTAIN MEDITERRANEE;"Bateau le Marius

Venez partager avec eux d'inoubliables expériences en mer !
De la pêche à la sortie baignade en passant par des croisières ou bien par des privatisations, ils vous transmettront toute leur passion pour cette charmante côte Languedocienne.";34192;Palavas-les-Flots;43.5266325, 3.93225754
469;BLACK'OZ EXPERIENCE;"Envie d’insolite et d’expériences nouvelles!
Offrez vous une aventure Black’Oz! 
Un concept inédit,unique en France à vivre les yeux fermés. 
Profitez alors d’un pur moment de plaisir, de déconnexion et de partage.
Vous souhaitez vivre l’aventure en toute autonomie : télécharger directement sur le site votre programme de défis. 
Plusieurs thématiques selon vos envies . Une fois reçu par mail , à vous l’aventure pendant plus d’une heure trente en famille ou entre amis. 
Vous préférez participer à nos prestations en ville ou en nature (balade méditative, expérience en famille...), vous pouvez consulter notre agenda sur www.blackoz.fr 
Black’Oz c’est l’expérience à vivre du moment ! 
Fermer les yeux et découvrir l’insoupçonné ! Plaisir et déconnexion garantis !
Evénement particulier ou prestation entreprise sur devis";34172;Montpellier;43.60856, 3.87979
470;JETLOCATION;"Location de jet ski avec ou sans permis, équipement fourni. Encadrement par un moniteur diplômé.
Parachute ascensionnel. Bouées tractées.";34003;Agde;43.274251, 3.50954597
471;A&M AUTO (LOCATION DE TROTTINETTE);"En famille, entre amis ou en amoureux, louez une trottinette et baladez-vous sur le littoral de Frontignan, Sète ou Balaruc-les-Bains , par les pistes cyclables. Avec une autonomie de 60 km, vous aurez de quoi faire !
Côté sortie : Tous les jours de 11h à 13h et de 17h à 19h, nous vous proposons la Balade culinaire ! 2h de balade, plateau de coquillages et verre de vin, pour 25€/personne.
Casques, sacs à dos et chargeur sont fournis dans le cadre de la location.
Deux points d'accueil : 3 plan du bassin en ville derrière la gare et 46 avenue d'Ingril à Frontignan-plage.";34108;Frontignan;43.4450997, 3.760383
472;TROT'NATURE;"Découvrez la convivialité de la trottinette tout-terrain ""Electric mountain scoot"", une activité à faire en famille ou entre amis, ludique et 100% nature.
Formule découverte dans le parc sur un circuit fermé de 500 m avec virages, petits obstacles, sauts...
Balades accompagnées au départ du parc (littoral, Canal du Midi, vignes et garrigues). 
Enfants à partir de 10 ans.
Package trottinette tout-terrain et accrobranche possible.

#TROTTINETTE";34209;Portiragnes;43.2987794, 3.36656736
473;ECURIES SIR'C;"C’est au pied du Pic St Loup entre prairies et Garrigue sur la commune de Notre Dame de Londres que les ÉCURIES SIR’C vous accueillent dans un cadre dépaysant et vous proposent l’équitation que vous préférez : quitation de loisir ou sportive, de l’initiation à Poneys jusqu’à la compétition.

Aux cœur de ces 8 hectares entre prairie et Garrigues les ÉCURIES SIR’C disposent :

    -D’une Carrière 40m X 20m en sables siliceux.
    -D’un Rond de Longe .
    -6 Boxes spacieux et lumineux équipés de mangeoires à foin.
    -Paddocks individuels ou collectifs avec foin à volonté pour tous les Poneys et Chevaux.";34185;Notre-Dame-de-Londres;43.82613, 3.77819
474;ROC'N RIVER - VIA FERRATA;La via-ferrata s’apparente à un parcours d’escalade facile et ludique arpentant des falaises, des vires et des grottes. Des câbles et barreaux sont installés pour faciliter et sécuriser votre progression. Venez découvrir la via Ferrata du Thaurac qui surplombe notre base d'activité et l'Hérault.;34243;Saint-Bauzille-de-Putois;43.90488, 3.73791
475;ROC'N RIVER - CANYONING;Si vous souhaitez faire du canyoning dans l’Hérault et les Cévennes, tout près de Montpellier, c’est possible ! Le canyoning consiste à descendre un canyon dans le lit de la rivière.  Dans lequel on vous proposera de faire des sauts, de la descente en rappel, des toboggans ou encore des passages de siphon. Les ateliers varient en fonction des canyons mais sensations fortes garanties.;34243;Saint-Bauzille-de-Putois;43.90488, 3.73791
476;SANTOSHA FITNESS;Professeure d’origine Américaine, diplômée Yoga Alliance (Astanga Vinyasa) avec 23 ans de pratique aux États Unis, Mysore et Rishikesh (Inde), Erika vous fait découvrir des disciplines comme Yoga Vinyasa Flow, Hatha Flow, Yoga sur Paddle et Yoga Suspendu.;34299;Sérignan;43.23854, 3.2673
477;ACADEMIE DE GOLF GUIRAUD ALEXIS;Académie de golf pour apprendre ou se perfectionner. Cours et initiation, location d’espace practice.;34209;Portiragnes;43.3050415, 3.32742289
478;LOCATION PADDLE ET VELO ELECTRIQUE;En exclusivité location de paddle vélo, de paddle électrique et de paddle trottinette électrique au départ des Orpellières;34299;Sérignan;43.263716, 3.312821
479;CAP NATURE;Cap Nature vous propose de découvrir en canoë et kayak le fleuve Hérault, les étangs et la mer à proximité de vos lieux de séjours vacances. Immersion en pleine nature garantie. Des paysages sauvages dans un écrin de verdure. Quatre formules : découverte, nature, mer et lagunes et aventure.;34003;Agde;43.3128737, 3.4675647
480;YOGAYANA;"L'association YOGAYANA propose des cours pouvant contenir des méthodes de :
Relaxation (Savasana) ; Chants (Kirtan) ; Respiration (Pranayama) ; Postures (Asanas) ; Philosophie du Yoga ; Purification (Kriyas) ; Verrouillages (Bandhas) ; 
Méditation (Dyana)";34007;Aigues-Vives;43.3379518, 2.8150509
481;BAYOU BEACH SUP & KAYAK;"Bienvenue chez Bayou Beach ! Venez profiter de la plage en vous initiant au Paddle (SUP) ou en faisant une belle balade en Kayak sur la Méditerranée. 
Tout seul ou en couple, offrez-vous un beau moment de tranquillité sur l'eau loin du tumulte de la plage. Entre amis et en famille, faites une belle sortie de groupe avec plusieurs embarcations (mélange Paddle/Kayak possible) ou alors testez notre Paddle géant qui peut accueillir jusqu'à 10 personnes ! Amusement et baignade garantie !
Plage surveillée.
Proche de Béziers, retrouvez-nous près du poste de secours de la plage de la Séoune, à Sérignan les plages.";34299;Sérignan;43.26683, 3.32854
482;MARGARIDA - CAPTAIN MÉDITERRANÉE;Promenades en mer, plusieurs circuits proposés, pêche en mer tous les matins. Possibilité de privatisation du bateau;34154;Mauguio;43.54498, 3.97623
483;PÔLE DE DÉVELOPPEMENT CHORÉGRAPHIQUE BERNARD GLANDIER - COMPAGNIE DIDIER THERON;"L'association Allons'z'enfants - Compagnie Didier Théron est installée au Pôle de Développement Chorégraphique Bernard Glandier, situé dans le quartier Mosson à Montpellier. 

Ce pôle héberge un espace professionnel de 235 m² entièrement équipé pour la danse et la scène dans lequel se croisent des compagnies accueillies en résidence et des enfants, familles, classes et habitants de la métropole venus voir et/ou expérimenter la danse contemporaine dans un esprit de mixité sociale.

C'est Didier Théron, chorégraphe connu internationalement et aux créations maintes fois primées, qui pense les projets proposés dans ce lieu en direction de la jeunesse et sélectionne les meilleurs chorégraphes et intervenants artistiques pour diriger les ateliers.";34172;Montpellier;43.62843, 3.81752
484;SUN 7 BEACH CLUB;"Découvrez  les activités nautiques sur cette plage aménagée du Grau d’Agde :  pédalo, paddle, paddle électrique, paddle bike, scoot paddle et propulseur sous-marin…
Location de transats, parasols et Bali patios. Restauration.";34003;Agde;43.2827795, 3.44952299
485;LE MANDALA;Cette  plage aménagée du Grau d'Agde vous propose la pratique d'activités nautiques : pédalo, paddle et paddle géant, wakeboard, bouées et bananes tractées.;34003;Agde;43.2767979, 3.46998031
486;KITE FAMILY;"L’école KITE FAMILY est située sur le port de Marseillan Plage, entre Mer Méditerranée et Étang de Thau, où toutes les conditions propices à la pratique des sports nautiques sont réunies.

Le kite, pour qui ?
Malgré les apparences, le kite est accessible à tous (à partir de 12 ans, environ 45kg) et les compétences sportives, grâce aux méthodes d’enseignement, au vent qui vous porte et au matériel performant qui permet de naviguer en toute sécurité.
Une zone de Kite, à proximité de l’école, est dédiée spécialement à l’apprentissage et à la pratique de ce sport d’exception qui allie légèreté – comme l’air – et fluidité – comme l’eau ; deux principales sensations que procure le kitesurf !

Le wakeboard et ski nautique :
En mer ou sur l’étang, découvrez les sensations et joies de la glisse, tracté derrière le bateau. Vous pourrez ainsi vous initier ou vous perfectionner sur différents supports, avec les conseils d’un moniteur diplômé d’État.";34150;Marseillan;43.31726, 3.55326
487;L'INSTANT NAUTIQUE PARACHUTE;"Venez découvrir le parachutisme ascensionnel nautique à bord du Mercan Parasailing 32. Seul, à deux ou à trois sous le même parachute, envolez vous pour une virée aérienne à 360°.

Volez en toute sécurité assis dans votre harnais et découvrez une vue à couper le souffle sur le Mont Clair et Marseillan Plage.";34150;Marseillan;43.31726, 3.55326
488;PAUL'EAU KITE SCHOOL;"L’école de glisse Paul ’eau vous accueille au parking du Pont Levis de Sète. Elle est idéalement située pour des cours de kiteboard / Kitesurf, Wing et hydrofoil. Ces nouvelles activités nautiques vous permettront d’explorer la lagune avec la plupart des conditions météo.
Des sensations de glisses variées pour répondre aux préférences de chacun.
L’école labélisée, est équipée d’un bateau. Ce dernier nous permet d’accéder au site de pratique en moins de 10 minutes et de profiter de toutes les orientations de vents. A mes côtés vous maximiserez vos chances de pouvoir glisser sur l’eau.
Mes conseils en « temps réel » vous permettront de progresser rapidement et en sécurité. Vous serez en liaison radio avec moi du début à la fin de la séance. L’équipement est renouvelé chaque année et l’école dispose de matériel adapté aux enfants. L’activité est accessible en famille, des formules pour les groupes de 4 personnes et plus sont possibles sur demande.";34301;Sète;43.3897352, 3.64786576
489;LA PETITE ACADEMIE CASTELNAU  LE LEZ;"Après avoir ouvert une PETITE ACADÉMIE à Montpellier en 2011, Laura, passionnée d’art et de culture se lance dans une nouvelle aventure artistique à Castelnau Le Lez ! 

Elle a eu un coup de foudre pour le concept, qui lui permettait de conjuguer son envie de monter son entreprise et son goût pour l’art.
Laura anime ses ateliers avec joie et bienveillance. Elle souhaite que ses élèves repartent de ses cours en étant enrichis et encore plus curieux de découvrir de nouvelles choses. Elle se fait un plaisir de transmettre du beau et de la qualité aux élèves.

Son anecdote cocasse ? Avant la PETITE ACADÉMIE, elle avait travaillé pour un cabinet d’audit international. Il y a quelques années, cette même entreprise a fait appel à elle pour une activité de team building. Plutôt sympa de donner des cours de structure à des financiers en tablier rouge !";34057;Castelnau-le-Lez;43.6289898, 3.898625
490;LOCAMOB 34;Redécouvrer le plaisir de rouler sur ces deux roues vintage sur les plus belles routes de la région, en toute nostalgie. Au départ du circuit du karting de Caussiniojouls, nous vous fournissons tout le matériel nécessaire (casque, charlotte et gants), le carburant et l'assistance sont inclus. Tous les circuits sont fléchés. Néanmoins, vous pourrez utiliser une application téléchargeable sur le site internet pour vous guider tout au long de votre parcours.;34096;Faugères;43.55562, 3.17984
491;SCOOT VALRAS PLAGE;"Scoot valras plage, location et vente de scooter électrique pour se baladé et découvrir notre belle région. 
Caution demandée, casque et gants fournis.";34324;Valras-Plage;43.24478, 3.29061
492;ECHAPPEE VERTE;"Professionnel du Kayak et passionné du milieu marin, Jean-Marie Lesquier est le créateur des éco-circuits de l'Échappée Verte. Résolument tournés vers une approche naturaliste, ses itinéraires-découverte traversent les eaux des sites préservés. Des roselières de l'étang de l'Or aux fonds marins de l'étang de Thau...
Depuis 1996, l'Echappée Verte propose des circuits originaux en kayak sur l'étang et en mer. Nous vous ferons découvrir notre environnement grâce à des balades jusqu'au coucher de soleil, pour tout public. L'Echappée Verte est spécialisé dans l'accueil des groupes de 8 à 60 personnes. Nous proposons des prestations ""sur mesure"" adaptées aux profils et aux attentes des différents groupes. Nous sommes actifs sur mer, étangs et rivières dans le département de l'Hérault et en Languedoc-Roussillon. L'Echappée Verte, spécialiste des éco-circuits kayak, propose différentes formules d'éco-circuits sur l'Etang de l'Or...";34154;Mauguio;43.6017834, 4.01076632
493;YOGA NATURE;Offrez-vous un moment de détente dans un cadre magnifique sur le lac du Salagou avec une séance de yoga, bercé par l'eau et la nature, sur le paddle. Une belle expérience, en famille, entre amis ou en solo, dans tous les cas cette expérience vous restera en mémoire. C'est tellement agréable, on se sent en harmonie avec la nature et soi :) Une sensation de liberté, porté par l'eau, en synchronisant les postures et la respiration.;34072;Celles;43.66189, 3.33955
494;BOUNTY PLAGE;"Profitez des activités nautiques de cette plage aménagée :  bouées banane, flyfish, pédalos avec toboggan, bouées allongées et bouées assises, paddle. 
Toutes les activités sont encadrées par un moniteur breveté d’Etat.
Restauration et organisation d'événements privés sur réservation.";34003;Agde;43.2880697, 3.52519503
495;MANGO'S BEACHBAR;"Profitez des activités de cette plage à l'ambiance cubaine : pédalos, paddle, skimboard/surf.
bar à tapas et à cocktails.";34003;Agde;43.2896628, 3.52621964
496;FUN BUSINESS TRIP - SÈTE, ST GUILHEM LE DÉSERT ET CANYONING;"Départ en véhicule haut de gamme pour notre excursion la ville de Sète, ses halles ,ses pêcheurs et le mont St Clair.
Départ ensuite pour le Village de St Guilhem le désert faisant partie du Grand Site de France des Gorges de l’Hérault.
Déjeuner et temps libre. 
Nous prendrons en début d'après-midi la direction des gorges de l’Hérault où notre moniteur de canyoning nous attendra.
Piscines naturelles, sauts, toboggans naturels seront au rendez-vous.
à partir de 129 euros / personne
* à partir de 8 ans";34127;Lansargues;43.6508, 4.07483
497;L'ESPRIT EN MARJ;Marjolaine ROUSSOULY, maître enseignante REIKI USUI et Lahochi, vous accompagne dans une démarche de mieux être et de développement personnel et spirituel avec bienveillance e éthique. Energéticienne et Thérapeute Holistique. Passionnée des chevaux, Marjolaine vous propose aussi des séances d'approche avec cheval (Hippothérapie) pour vivre l'instant présent, gagner confiance en soi et apprécier l'empathie du cheval.;34293;La Salvetat-sur-Agout;43.60445, 2.66332
498;MYM YOGA;"Les cours de Yoga postural sont fondés sur une conscience corporelle profonde alliant pratique millénaire et savoirs anatomiques contemporains. 
MYM YOGA propose également d’unir les bienfaits de la marche, du yoga et de la méditation. 
 
Le yoga postural est basé sur une pratique précise des postures. Il allie la fluidité de la respiration et la limitation des compensations. Il s’intéresse non pas à la performance mais à la justesse du positionnement. Aussi les dispositions naturelles de chacun sont prises en compte de façon à travailler juste tout en cherchant la progression.";34192;Palavas-les-Flots;43.52764, 3.93038
499;MIKE LORENZO-VERA ACADEMY;Dirigée par Mike Lorenzo Vera, MLV Academy propose au golf du Cap d'Agde une solution d’enseignement basée sur les nouvelles tendances actuelles.;34003;Agde;43.28246, 3.49621
500;BEZIERS IMMERSION;Depuis 2009, Béziers Immersion vous propose des cours de plongée à la piscine de Servian mais également des sorties le WE ou à la journée grâce à leur bateau situé au Cap D'Agde;34300;Servian;43.4282, 3.30707
501;CANOE  MONTANA;Canoë Montana vous propose 3 parcours dans la partie la plus belle et la plus sauvage des gorges de l’Hérault, tous les jours d'Avril aux vacances de toussaint à bord d'embarcations de 1, 2, 3 ou 4 places. Àge minimum 6 ans, savoir nager 25 mètres.;34243;Agonès;43.894202, 3.730552
502;CLUB ALPIN FRANÇAIS MONTPELLIER;Club de sport loisir destiné à une pratique régulière entre adhérents uniquement, résidant dans l'Hérault. Pratique et découverte de nombreuses activités sportives de plein air : spéléologie, escalade, ski de randonnée, canyoning, randonnée pédestre, via ferrata, ski nordique...;34172;Montpellier;43.617365, 3.8822578
503;CENTRE PERMANENT D'INITIATIVES POUR L'ENVIRONNEMENT (CPIE) DU HAUT LANGUEDOC;"Partez à la découverte du Haut Languedoc, accompagné d'un guide nature. Voici quelques idées de sorties :

- Le guetteurs de lune : à la tombée de la nuit, les noctambules s'éveillent. Rencontre de mouflons, observation du bal des chauves-souris, concert de grillons et chouettes...
- Cuisine sauvage : conviviale, ludique, cette balade suivie de son atelier cuisine vous feront découvrir de nouvelles saveurs en cuisinant vous-même les plantes sauvages et comestibles qui vous entourent.
- Balade naturaliste autour du Lac de Vesoles et des bords de l'Arn.";34293;La Salvetat-sur-Agout;43.603601, 2.6854079
504;TERRE MARINE;"En été, découvrez la vie marine à bord du Sea Explorer II, un navire d'exploration de 17m. 
Ateliers mis en place selon la navigation : plancton, cétacés et acoustique sous-marine. A partir de 6 ans.

Hors saison, le catamaran développe des actions de sensibilisation et d’apprentissage pour les scolaires ou les associations humanistes et environnementales ainsi que des missions scientifiques sur la préservation de la mer Méditerranée.";34003;;43.2829728, 3.51266924
505;BASE NAUTIQUE DU HAUT-LANGUEDOC;"Ecole de voile construite sur une plage à 2 pas de la zone de baignade. Navigation sur un plan d'eau disposant de deux îles avec plages. 
Ecole de voile située entre le port et la plage publique, dispose d'un accès à notre plage privée avec terrasse.
Stages et cours particuliers. Locations de voiliers, optimist, catamarans, paddle, planches à voile, canoë-kayak et hydrobeetle pédalo.Cette structure dispose d'un vestiaire, de douches et de toilettes.";34293;La Salvetat-sur-Agout;43.6019127, 2.6855806
506;CENTRE EQUESTRE ET PONEY CLUB DES TROIS FONTAINES;"Le Centre Equestre créé en 1991 est locataire d'une partie du domaine comprenant en particulier les anciennes écuries, le chai et les espaces de pratiques équestres.
Il a développé aujourd’hui plusieurs pôles de compétence : Ecole d’Équitation, Poney club, Centre de formation professionnel et CFA, écurie de propriétaires, pole d’entrainement sportif, organisation de compétition de niveau club à international, accueil de groupe avec ou sans hébergement
Les activités sont donc multiples :Cours d'équitation en semaine 
Animations avec le challenge poney avec ses jeux, ses défis et ses parcours ou le Global Crazy Tour, challenge de CSO en quatre étapes dont un parcours déguisé, stages pendant les vacances
Des concours dans de multiples disciplines (pony game, dressage, hunter, CSO, Concours Complet…)";34210;Le Pouget;43.5960409, 3.49347292
507;FERME EQUESTRE LES FARFADETS;"Au pied de l'Hortus, non loin du Pic Saint Loup, Diane vous fait découvrir l'arrière pays grâce à des chevaux Camargue. Depuis 2007, l'activité des cours pour adultes et enfants ainsi que des stages à la semaine ont étoffé notre offre.

Venir aux Farfadets, c'est l'occasion de se faire plaisir dans un cadre magnifique et l'opportunité d'apprendre l'équitation et de pratiquer des randonnées adaptées à chacun grâce à des chevaux à qui parfois, il ne manque que la parole. Au niveau de l'équipement un pantalon long et des baskets sont nécessaires. Le casque peut-être fourni par nos soins.  
Les Farfadets accueillent également vos chevaux en pension, a l'année ou pendant vos vacances.
A très bientôt, Diane.";34131;Lauret;43.8287221, 3.88261556
508;RANCH LE PETIT SAM;"Notre structure familiale est située entre la mer, l'étang et le Canal du Midi à Sérignan-Plage. Nous effectuons des promenades à poney et à cheval pour petits et grands à la découverte de la faune et de la flore méditerranéenne,  nous donnons aussi des cours à poney et cheval. Dans un site unique, venez visitez les lieux en famille pour le plaisir de tous. 
De début juin à fin septembre, vous pouvez venir nous rendre visite tous les jours. 
Pendant le reste de l'année appelez nous pour prendre rendez-vous, nous serons ravis de vous accueillir. 
Il est préférable de réserver toute l'année pour les balades et les cours .
SUR RÉSERVATION UNIQUEMENT";34299;Sérignan;43.2687062, 3.33834171
509;LES PLANEURS DE L'ORB;"Implanté sur l’aérodrome de Bédarieux – La-Tour sur Orb en région Languedoc Roussillon, notre club bénéficie de conditions aérologiques très favorables de mars à octobre.
La proximité des reliefs de l’arrière pays languedocien offre de bonnes possibilités de vols en thermique pur ou en onde.
Notre site est adapté aux débutants comme aux pilotes plus aguerris.
Les planeurs de l’Orb, c’est également un centre de formation ou vous pourrez passer votre licence de pilote de planeur.
Contact : 06 71 84 92 94";34028;La Tour-sur-Orb;43.6380441, 3.14565783
510;LE HARAS DE CASTRIES;Au coeur de la garrigue, le Haras de Castries vous propose son école d'équitation d'extérieur, passage des galops de pleine nature FFE (1 à 7), son écurie et pension de chevaux de propriétaires en box, stalles et extérieurs, son élevage de chevaux ibériques de couleur. Promenades et randonnées.;34058;Castries;43.6796357, 3.97117137
511;ETRIER DES CEVENNES;"Au carrefour des 7 vallées, au milieu de la garrigue et dominant les Gorges de l'Hérault, découvrez un paysage sauvage et authentique.
Randonnées équestres à la carte (vers les plus beaux sites de notre région: Cirque de Navacelles, Lac du Salagou, les Cévennes, le Larzac...) ou à thème (art roman, géologie, néolithique...) à partir de 8 ans. Poney à partir de 5 ans. Baptême, balade en main sur un circuits balisé.
Ecole d'équitation, élevage de chevaux lusitaniens. Organisation de stages de dressage avec divers intervenants.";34067;Cazilhac;43.918518, 3.720293
512;MONTPELLIER ARC CLUB;Nous possédons un terrain extérieur et une salle dédiée au tir à l'arc ce qui permet une pratique sportive à l'année. Situé près de l'autoroute, le club est facile d'accès.;34172;Montpellier;43.5905713, 3.89704316
513;PÔLE ÉQUESTRE DE L'OR;"Que vous soyez débutant ou confirmé, l'Écurie de la Pirouette, située à Mauguio, vous ouvre ses portes et vous invite à partager la passion des chevaux dans un cadre agréable et chaleureux.
Les professeurs, diplômés et dynamiques vous transmettent leur passion de l’équitation, et vous invitent à découvrir l’univers du cheval.
Vous pourrez, quelque soit votre âge, prendre des cours ou vous balader et vivre au rythme de cet animal si enrichissant.";34154;Mauguio;43.6105426, 4.03619883
514;CENTRE EQUESTRE SAINT PIERRE;"Le centre équestre Saint Pierre est situé à Lattes aux portes de Montpellier. Les installations, la cavalerie ainsi que les enseignants vous offrent plusieurs activités possibles : du cavalier débutant au cavalier confirmé, du simple loisir au sport en compétition !

Dès le plus jeune âge, vous pourrez bénéficier de cours, stages mais aussi de compétitions !

Le centre équestre Saint Pierre vous propose plusieurs formules pour les pensionnaires, poneys ou chevaux, pour le loisir ou la compétition.";34129;Lattes;43.5642962, 3.8944952
515;LUNEL BIKE CLUB SPORTIF;"Lunel Bike est un club de vélos destiné à vous faire découvrir et aimer le monde du cyclisme grâce à la diversité de ses activités : sorties en vélo de route ou en VTT le week-end, activités physiques et ludiques, compétitions de cyclo-cross.
Lunel Bike est également une école de vélos qui vous propose une section sport de loisirs ainsi qu'une section sport de compétition.";34145;Lunel;43.6893779, 4.1277011
